<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.05	06:55:00	4403.98	4405.65	4403.55	4404.26	1379	0	19
2026.01.05	07:00:00	4404.26	4405.98	4403.65	4405.64	1456	0	19
2026.01.05	07:05:00	4405.63	4407.19	4405.12	4405.19	1499	0	19
2026.01.05	07:10:00	4405.17	4408.92	4404.94	4408.06	1435	0	19
2026.01.05	07:15:00	4408.08	4409.57	4407.62	4408.60	1384	0	19
2026.01.05	07:20:00	4408.60	4408.75	4406.86	4408.19	1256	0	19
2026.01.05	07:25:00	4408.14	4412.71	4407.41	4412.56	1423	0	19
2026.01.05	07:30:00	4412.54	4414.47	4408.61	4409.58	2295	0	19
2026.01.05	07:35:00	4409.58	4411.38	4408.48	4409.27	2554	0	19
2026.01.05	07:40:00	4409.25	4411.10	4401.85	4401.86	3125	0	19
2026.01.05	07:45:00	4401.87	4407.44	4401.07	4405.88	2732	0	19
2026.01.05	07:50:00	4405.88	4410.76	4405.83	4410.02	2394	0	19
2026.01.05	07:55:00	4410.03	4412.39	4407.81	4412.36	2632	0	19
2026.01.05	08:00:00	4412.36	4416.45	4411.30	4413.89	2890	0	19
2026.01.05	08:05:00	4413.89	4415.55	4412.87	4414.77	2984	0	19
2026.01.05	08:10:00	4414.77	4420.11	4412.93	4418.28	2796	0	19
2026.01.05	08:15:00	4418.33	4419.81	4415.66	4419.16	2305	0	19
2026.01.05	08:20:00	4419.16	4420.53	4418.40	4419.68	2548	0	19
2026.01.05	08:25:00	4419.68	4426.13	4419.37	4424.08	2940	0	19
2026.01.05	08:30:00	4424.09	4426.39	4420.14	4420.55	2675	0	19
2026.01.05	08:35:00	4420.55	4424.75	4416.26	4424.29	2766	0	19
2026.01.05	08:40:00	4424.29	4425.40	4420.12	4420.14	2519	0	19
2026.01.05	08:45:00	4420.11	4422.02	4419.67	4421.76	2521	0	19
2026.01.05	08:50:00	4421.80	4421.84	4418.25	4419.67	1803	0	19
2026.01.05	08:55:00	4419.64	4420.57	4419.15	4420.24	1685	0	19
2026.01.05	09:00:00	4420.24	4423.14	4419.34	4421.77	1897	0	19
2026.01.05	09:05:00	4421.73	4423.95	4416.77	4419.43	2301	0	19
2026.01.05	09:10:00	4419.43	4419.93	4417.10	4419.79	1610	0	19
2026.01.05	09:15:00	4419.89	4423.26	4419.38	4422.73	1750	0	19
2026.01.05	09:20:00	4422.73	4422.76	4420.41	4420.89	1837	0	19
2026.01.05	09:25:00	4420.89	4421.58	4418.96	4420.38	1618	0	19
2026.01.05	09:30:00	4420.39	4422.37	4418.62	4421.30	1770	0	19
2026.01.05	09:35:00	4421.30	4423.75	4420.97	4422.15	2017	0	19
2026.01.05	09:40:00	4422.14	4425.10	4421.23	4424.63	2382	0	19
2026.01.05	09:45:00	4424.63	4424.67	4420.45	4421.66	2232	0	19
2026.01.05	09:50:00	4421.66	4421.90	4419.97	4420.94	1972	0	19
2026.01.05	09:55:00	4420.93	4422.50	4420.17	4421.84	1544	0	19
2026.01.05	10:00:00	4421.84	4423.63	4419.41	4421.20	1903	0	19
2026.01.05	10:05:00	4421.19	4422.53	4419.84	4420.64	1965	0	19
2026.01.05	10:10:00	4420.63	4425.24	4419.60	4424.34	1893	0	19
2026.01.05	10:15:00	4424.30	4430.21	4424.28	4427.67	2520	0	19
2026.01.05	10:20:00	4427.67	4428.52	4425.95	4428.12	1978	0	19
2026.01.05	10:25:00	4428.19	4430.02	4426.58	4426.59	1600	0	19
2026.01.05	10:30:00	4426.60	4427.26	4423.63	4425.03	2197	0	19
2026.01.05	10:35:00	4425.03	4426.19	4424.47	4425.87	2128	0	19
2026.01.05	10:40:00	4425.87	4430.82	4425.47	4429.92	2349	0	19
2026.01.05	10:45:00	4430.00	4432.47	4429.88	4432.02	2009	0	19
2026.01.05	10:50:00	4432.02	4433.83	4430.61	4431.12	1713	0	19
2026.01.05	10:55:00	4431.11	4432.37	4429.97	4430.07	1351	0	19
2026.01.05	11:00:00	4430.07	4432.15	4427.42	4428.22	1964	0	19
2026.01.05	11:05:00	4428.23	4428.93	4426.45	4426.85	1873	0	19
2026.01.05	11:10:00	4426.85	4431.03	4426.19	4430.43	1933	0	19
2026.01.05	11:15:00	4430.43	4431.89	4429.75	4431.64	1839	0	19
2026.01.05	11:20:00	4431.64	4434.32	4431.04	4433.66	1995	0	19
2026.01.05	11:25:00	4433.67	4434.48	4432.44	4432.65	1719	0	19
2026.01.05	11:30:00	4432.61	4433.41	4431.42	4432.99	1565	0	19
2026.01.05	11:35:00	4432.99	4433.22	4431.04	4432.59	2075	0	19
2026.01.05	11:40:00	4432.58	4438.08	4432.42	4437.61	2307	0	19
2026.01.05	11:45:00	4437.62	4438.15	4434.41	4434.85	2356	0	19
2026.01.05	11:50:00	4434.86	4437.37	4434.63	4435.09	2108	0	19
2026.01.05	11:55:00	4435.08	4436.89	4433.94	4434.89	1953	0	19
2026.01.05	12:00:00	4434.89	4435.37	4431.18	4432.07	1919	0	19
2026.01.05	12:05:00	4432.06	4433.54	4430.85	4432.81	1764	0	19
2026.01.05	12:10:00	4432.82	4433.51	4431.70	4433.19	1402	0	19
2026.01.05	12:15:00	4433.19	4433.38	4431.45	4431.74	1210	0	19
2026.01.05	12:20:00	4431.74	4434.23	4431.71	4433.90	1340	0	19
2026.01.05	12:25:00	4433.90	4436.56	4432.45	4433.21	1778	0	19
2026.01.05	12:30:00	4433.21	4437.08	4432.66	4436.53	1772	0	19
2026.01.05	12:35:00	4436.53	4438.85	4435.32	4436.05	1856	0	19
2026.01.05	12:40:00	4436.05	4436.28	4434.74	4435.00	1501	0	19
2026.01.05	12:45:00	4435.01	4437.12	4434.19	4436.67	1579	0	19
2026.01.05	12:50:00	4436.67	4439.84	4436.54	4438.39	1996	0	19
2026.01.05	12:55:00	4438.39	4438.43	4435.25	4436.22	2266	0	19
2026.01.05	13:00:00	4436.23	4437.39	4431.63	4432.10	2534	0	19
2026.01.05	13:05:00	4432.09	4433.54	4430.13	4431.43	2447	0	19
2026.01.05	13:10:00	4431.43	4433.67	4430.73	4433.29	1896	0	19
2026.01.05	13:15:00	4433.30	4433.71	4427.42	4427.73	2467	0	19
2026.01.05	13:20:00	4427.73	4430.66	4426.81	4427.91	2172	0	19
2026.01.05	13:25:00	4427.90	4428.10	4410.69	4417.23	3362	0	19
2026.01.05	13:30:00	4417.25	4421.77	4415.26	4419.95	2727	0	19
2026.01.05	13:35:00	4419.95	4422.87	4418.48	4421.60	2190	0	19
2026.01.05	13:40:00	4421.61	4424.57	4421.39	4424.08	2351	0	19
2026.01.05	13:45:00	4424.07	4425.86	4422.26	4425.86	1916	0	19
2026.01.05	13:50:00	4425.85	4426.08	4420.69	4420.73	2179	0	19
2026.01.05	13:55:00	4420.71	4421.33	4418.19	4419.36	2729	0	19
2026.01.05	14:00:00	4419.34	4421.43	4418.38	4419.33	2467	0	19
2026.01.05	14:05:00	4419.33	4419.86	4416.79	4418.95	2659	0	19
2026.01.05	14:10:00	4418.99	4420.59	4417.19	4417.88	2232	0	19
2026.01.05	14:15:00	4417.82	4418.47	4416.70	4418.01	2423	0	19
2026.01.05	14:20:00	4418.02	4418.36	4413.86	4414.35	2408	0	19
2026.01.05	14:25:00	4414.35	4416.96	4414.11	4415.71	2046	0	19
2026.01.05	14:30:00	4415.71	4417.15	4414.04	4415.48	1973	0	19
2026.01.05	14:35:00	4415.52	4416.07	4413.58	4415.25	1980	0	19
2026.01.05	14:40:00	4415.25	4415.41	4406.25	4409.89	2759	0	19
2026.01.05	14:45:00	4409.87	4412.40	4406.67	4407.37	2468	0	19
2026.01.05	14:50:00	4407.38	4411.84	4405.56	4410.61	2511	0	19
2026.01.05	14:55:00	4410.59	4411.10	4408.15	4409.68	2514	0	19
2026.01.05	15:00:00	4409.66	4416.06	4407.52	4415.35	3560	0	19
2026.01.05	15:05:00	4415.34	4418.86	4407.32	4408.95	3286	0	19
2026.01.05	15:10:00	4408.99	4412.34	4407.33	4409.17	3157	0	19
2026.01.05	15:15:00	4409.16	4412.54	4407.71	4411.57	3265	0	19
2026.01.05	15:20:00	4411.56	4413.14	4402.68	4405.88	3509	0	19
2026.01.05	15:25:00	4405.88	4407.71	4397.01	4399.57	3642	0	19
2026.01.05	15:30:00	4399.57	4408.71	4395.99	4408.71	3602	0	19
2026.01.05	15:35:00	4408.84	4412.27	4407.31	4410.86	3432	0	19
2026.01.05	15:40:00	4410.89	4414.40	4410.89	4412.11	3004	0	19
2026.01.05	15:45:00	4412.10	4415.19	4411.62	4414.01	2905	0	19
2026.01.05	15:50:00	4414.05	4415.04	4412.62	4412.99	2562	0	19
2026.01.05	15:55:00	4413.02	4417.22	4411.40	4416.83	2732	0	19
2026.01.05	16:00:00	4416.83	4423.30	4416.83	4422.47	3383	0	19
2026.01.05	16:05:00	4422.47	4424.69	4420.51	4423.27	3260	0	19
2026.01.05	16:10:00	4423.26	4428.39	4423.25	4426.26	3119	0	19
2026.01.05	16:15:00	4426.26	4427.64	4423.39	4427.19	3230	0	19
2026.01.05	16:20:00	4427.20	4429.71	4421.29	4421.99	3162	0	19
2026.01.05	16:25:00	4421.99	4423.46	4420.27	4421.05	3130	0	19
2026.01.05	16:30:00	4421.06	4427.36	4418.12	4425.66	4038	0	19
2026.01.05	16:35:00	4425.67	4427.71	4417.98	4427.47	4230	0	19
2026.01.05	16:40:00	4427.43	4430.00	4421.93	4429.70	3787	0	19
2026.01.05	16:45:00	4429.68	4438.57	4428.13	4436.79	3825	0	19
2026.01.05	16:50:00	4436.80	4439.48	4432.89	4439.48	3754	0	19
2026.01.05	16:55:00	4439.88	4442.78	4435.02	4436.73	3295	0	19
2026.01.05	17:00:00	4436.78	4453.49	4436.78	4451.93	3872	0	19
2026.01.05	17:05:00	4451.93	4455.69	4449.67	4454.32	3994	0	19
2026.01.05	17:10:00	4454.33	4454.73	4443.89	4449.20	3872	0	19
2026.01.05	17:15:00	4449.17	4451.64	4447.03	4451.25	3490	0	19
2026.01.05	17:20:00	4451.24	4452.36	4448.16	4448.63	3269	0	19
2026.01.05	17:25:00	4448.64	4449.86	4442.46	4444.57	3328	0	19
2026.01.05	17:30:00	4444.62	4445.43	4440.59	4443.01	3346	0	19
2026.01.05	17:35:00	4443.00	4444.51	4435.59	4439.96	3274	0	19
2026.01.05	17:40:00	4439.94	4447.84	4437.01	4447.37	3226	0	19
2026.01.05	17:45:00	4447.36	4449.75	4442.46	4443.47	3171	0	19
2026.01.05	17:50:00	4443.49	4445.31	4440.64	4444.92	2789	0	19
2026.01.05	17:55:00	4444.94	4449.98	4444.65	4448.55	2657	0	19
2026.01.05	18:00:00	4448.52	4451.38	4445.45	4448.38	2850	0	19
2026.01.05	18:05:00	4448.39	4448.86	4438.49	4441.72	2845	0	19
2026.01.05	18:10:00	4441.61	4446.77	4439.51	4446.38	2847	0	19
2026.01.05	18:15:00	4446.40	4448.73	4444.89	4446.46	2686	0	19
2026.01.05	18:20:00	4446.47	4447.13	4443.46	4443.74	2083	0	19
2026.01.05	18:25:00	4443.74	4444.07	4440.33	4440.87	2156	0	19
2026.01.05	18:30:00	4440.86	4445.93	4440.17	4445.20	2371	0	19
2026.01.05	18:35:00	4445.27	4445.95	4443.32	4444.30	1856	0	19
2026.01.05	18:40:00	4444.30	4445.74	4444.12	4445.12	1699	0	19
2026.01.05	18:45:00	4445.11	4451.07	4444.17	4450.93	2062	0	19
2026.01.05	18:50:00	4450.94	4454.40	4450.85	4452.59	2533	0	19
2026.01.05	18:55:00	4452.55	4452.55	4440.84	4441.80	3058	0	19
2026.01.05	19:00:00	4441.82	4442.29	4433.21	4433.59	3606	0	19
2026.01.05	19:05:00	4433.54	4439.86	4432.35	4439.46	3067	0	19
2026.01.05	19:10:00	4439.46	4442.45	4436.08	4442.39	2754	0	19
2026.01.05	19:15:00	4442.40	4446.45	4442.32	4445.27	2575	0	19
2026.01.05	19:20:00	4445.27	4447.31	4443.57	4446.76	2308	0	19
2026.01.05	19:25:00	4446.74	4449.03	4445.07	4445.89	2321	0	19
2026.01.05	19:30:00	4445.90	4446.85	4443.27	4444.06	2352	0	19
2026.01.05	19:35:00	4444.05	4447.50	4442.53	4444.78	2246	0	19
2026.01.05	19:40:00	4444.78	4444.91	4437.69	4439.54	2575	0	19
2026.01.05	19:45:00	4439.52	4444.43	4439.20	4444.26	2722	0	19
2026.01.05	19:50:00	4444.27	4445.59	4441.98	4444.67	2649	0	19
2026.01.05	19:55:00	4444.65	4445.68	4442.96	4443.51	2486	0	19
2026.01.05	20:00:00	4443.52	4444.45	4441.83	4443.33	2596	0	19
2026.01.05	20:05:00	4443.32	4446.73	4442.84	4445.39	2376	0	19
2026.01.05	20:10:00	4445.40	4448.22	4445.19	4447.27	1892	0	19
2026.01.05	20:15:00	4447.29	4448.50	4444.03	4445.05	1961	0	19
2026.01.05	20:20:00	4445.06	4446.81	4441.92	4446.29	2294	0	19
2026.01.05	20:25:00	4446.22	4446.26	4439.82	4441.31	2404	0	19
2026.01.05	20:30:00	4441.31	4444.41	4441.09	4442.51	1953	0	19
2026.01.05	20:35:00	4442.52	4445.45	4441.69	4444.51	1565	0	19
2026.01.05	20:40:00	4444.50	4445.81	4442.95	4443.62	1646	0	19
2026.01.05	20:45:00	4443.62	4445.93	4442.68	4445.51	1450	0	19
2026.01.05	20:50:00	4445.51	4447.30	4443.46	4446.76	1615	0	19
2026.01.05	20:55:00	4446.73	4448.51	4445.57	4448.51	1676	0	19
2026.01.05	21:00:00	4448.55	4449.35	4446.27	4448.16	2249	0	19
2026.01.05	21:05:00	4448.15	4448.15	4435.27	4437.39	2820	0	19
2026.01.05	21:10:00	4437.38	4440.58	4434.81	4440.03	2711	0	19
2026.01.05	21:15:00	4440.02	4441.20	4437.74	4439.91	2250	0	19
2026.01.05	21:20:00	4439.92	4441.86	4439.37	4441.10	2028	0	19
2026.01.05	21:25:00	4441.09	4442.92	4440.11	4441.70	1827	0	19
2026.01.05	21:30:00	4441.67	4445.83	4441.10	4445.09	1686	0	19
2026.01.05	21:35:00	4445.08	4445.58	4443.90	4444.90	1528	0	19
2026.01.05	21:40:00	4444.89	4445.37	4442.49	4442.67	1634	0	19
2026.01.05	21:45:00	4442.67	4444.11	4441.77	4443.50	1319	0	19
2026.01.05	21:50:00	4443.51	4443.55	4440.56	4441.95	1607	0	19
2026.01.05	21:55:00	4441.95	4442.72	4438.61	4439.79	1935	0	19
2026.01.05	22:00:00	4439.79	4443.78	4439.12	4443.02	2265	0	19
2026.01.05	22:05:00	4443.02	4443.43	4439.90	4441.19	2028	0	19
2026.01.05	22:10:00	4441.20	4445.42	4440.25	4443.93	2303	0	19
2026.01.05	22:15:00	4443.94	4445.39	4442.82	4445.02	2076	0	19
2026.01.05	22:20:00	4445.01	4447.00	4443.81	4444.72	2118	0	19
2026.01.05	22:25:00	4444.73	4446.10	4443.89	4445.59	2367	0	19
2026.01.05	22:30:00	4445.58	4445.60	4441.45	4441.68	2175	0	19
2026.01.05	22:35:00	4441.70	4443.37	4439.13	4441.04	2349	0	19
2026.01.05	22:40:00	4441.07	4441.53	4437.99	4438.04	1858	0	19
2026.01.05	22:45:00	4438.04	4442.87	4438.04	4440.59	1736	0	19
2026.01.05	22:50:00	4440.56	4442.97	4439.78	4442.04	2299	0	19
2026.01.05	22:55:00	4442.03	4445.99	4441.51	4444.89	2748	0	19
2026.01.05	23:00:00	4444.89	4447.64	4444.89	4446.39	1990	0	19
2026.01.05	23:05:00	4446.40	4447.37	4445.04	4447.35	1295	0	19
2026.01.05	23:10:00	4447.36	4448.19	4446.63	4447.06	1177	0	19
2026.01.05	23:15:00	4447.08	4447.09	4443.36	4443.68	969	0	19
2026.01.05	23:20:00	4443.68	4444.83	4443.43	4444.34	782	0	19
2026.01.05	23:25:00	4444.34	4445.56	4444.16	4445.56	543	0	19
2026.01.05	23:30:00	4445.55	4448.33	4445.44	4447.80	797	0	19
2026.01.05	23:35:00	4447.80	4447.80	4446.09	4446.16	590	0	19
2026.01.05	23:40:00	4446.17	4447.09	4445.81	4445.96	596	0	19
2026.01.05	23:45:00	4445.97	4448.68	4445.38	4448.45	795	0	19
2026.01.05	23:50:00	4448.49	4448.88	4448.01	4448.54	614	0	19
2026.01.05	23:55:00	4448.54	4449.20	4448.19	4448.96	441	0	19
2026.01.06	01:00:00	4448.91	4454.92	4448.91	4454.39	1321	0	19
2026.01.06	01:05:00	4454.38	4458.24	4453.11	4457.58	892	0	19
2026.01.06	01:10:00	4457.57	4460.05	4451.43	4451.60	1546	0	19
2026.01.06	01:15:00	4451.59	4453.48	4448.78	4451.91	1417	0	19
2026.01.06	01:20:00	4451.91	4453.22	4450.61	4450.64	1026	0	19
2026.01.06	01:25:00	4450.65	4451.05	4448.72	4449.01	999	0	19
2026.01.06	01:30:00	4449.01	4450.27	4438.72	4441.27	1863	0	19
2026.01.06	01:35:00	4441.26	4446.29	4441.24	4444.03	1438	0	19
2026.01.06	01:40:00	4444.03	4444.67	4441.56	4442.96	1134	0	19
2026.01.06	01:45:00	4442.96	4444.06	4439.98	4441.26	1065	0	19
2026.01.06	01:50:00	4441.26	4441.26	4439.14	4439.53	1021	0	19
2026.01.06	01:55:00	4439.52	4441.81	4436.96	4440.58	1417	0	19
2026.01.06	02:00:00	4440.58	4441.18	4436.69	4440.32	1772	0	19
2026.01.06	02:05:00	4440.35	4441.73	4436.94	4438.92	1299	0	19
2026.01.06	02:10:00	4438.93	4440.94	4437.82	4440.53	1121	0	19
2026.01.06	02:15:00	4440.52	4442.54	4439.40	4441.56	1371	0	19
2026.01.06	02:20:00	4441.56	4442.07	4439.81	4440.98	1155	0	19
2026.01.06	02:25:00	4441.00	4441.35	4439.60	4440.80	922	0	19
2026.01.06	02:30:00	4440.80	4444.76	4436.42	4436.57	1850	0	19
2026.01.06	02:35:00	4436.58	4437.45	4433.85	4434.71	1865	0	19
2026.01.06	02:40:00	4434.72	4436.73	4430.39	4436.52	2140	0	19
2026.01.06	02:45:00	4436.52	4438.16	4436.27	4436.56	1554	0	19
2026.01.06	02:50:00	4436.55	4437.12	4434.59	4435.54	1767	0	19
2026.01.06	02:55:00	4435.54	4438.02	4435.34	4436.41	2066	0	19
2026.01.06	03:00:00	4436.41	4440.10	4427.80	4434.12	3716	0	19
2026.01.06	03:05:00	4434.19	4439.43	4431.97	4436.28	3028	0	19
2026.01.06	03:10:00	4436.29	4442.28	4436.29	4441.78	2998	0	19
2026.01.06	03:15:00	4441.78	4444.23	4439.58	4440.87	3018	0	19
2026.01.06	03:20:00	4440.82	4442.58	4435.40	4435.87	2752	0	19
2026.01.06	03:25:00	4435.88	4436.88	4433.94	4434.96	2858	0	19
2026.01.06	03:30:00	4434.95	4436.62	4432.74	4436.17	2843	0	19
2026.01.06	03:35:00	4436.19	4440.51	4434.30	4440.16	2847	0	19
2026.01.06	03:40:00	4440.17	4443.28	4439.01	4439.17	2436	0	19
2026.01.06	03:45:00	4439.18	4442.63	4438.37	4440.54	2607	0	19
2026.01.06	03:50:00	4440.55	4448.27	4439.63	4447.71	2870	0	19
2026.01.06	03:55:00	4447.71	4452.21	4447.40	4450.55	3098	0	19
2026.01.06	04:00:00	4450.54	4455.02	4448.71	4452.84	3095	0	19
2026.01.06	04:05:00	4452.88	4457.59	4451.40	4457.26	3056	0	19
2026.01.06	04:10:00	4457.21	4460.48	4456.66	4459.40	3238	0	19
2026.01.06	04:15:00	4459.44	4459.48	4456.51	4457.92	2194	0	19
2026.01.06	04:20:00	4457.92	4460.02	4457.13	4459.79	2087	0	19
2026.01.06	04:25:00	4459.79	4460.66	4457.66	4460.32	2038	0	19
2026.01.06	04:30:00	4460.25	4461.03	4456.97	4458.70	2791	0	19
2026.01.06	04:35:00	4458.72	4459.63	4452.38	4452.50	2801	0	19
2026.01.06	04:40:00	4452.47	4453.82	4448.77	4453.60	2919	0	19
2026.01.06	04:45:00	4453.60	4457.54	4453.27	4456.04	2315	0	19
2026.01.06	04:50:00	4456.04	4456.18	4452.84	4454.57	1863	0	19
2026.01.06	04:55:00	4454.58	4455.57	4451.84	4454.92	2111	0	19
2026.01.06	05:00:00	4454.90	4457.24	4454.18	4456.63	2082	0	19
2026.01.06	05:05:00	4456.64	4458.66	4454.92	4458.60	1989	0	19
2026.01.06	05:10:00	4458.61	4465.66	4458.56	4462.58	2495	0	19
2026.01.06	05:15:00	4462.57	4467.22	4462.12	4465.13	2848	0	19
2026.01.06	05:20:00	4465.13	4468.00	4462.40	4467.65	2503	0	19
2026.01.06	05:25:00	4467.65	4467.75	4463.62	4463.69	2452	0	19
2026.01.06	05:30:00	4463.69	4465.20	4463.20	4464.69	1922	0	19
2026.01.06	05:35:00	4464.69	4467.59	4464.51	4467.16	948	0	19
2026.01.06	05:40:00	4467.16	4467.42	4464.94	4466.23	1564	0	19
2026.01.06	05:45:00	4466.24	4467.80	4465.65	4465.94	1529	0	19
2026.01.06	05:50:00	4465.94	4467.24	4464.64	4466.73	1246	0	19
2026.01.06	05:55:00	4466.73	4468.06	4466.38	4467.66	1207	0	19
2026.01.06	06:00:00	4467.64	4467.65	4465.27	4466.44	1351	0	19
2026.01.06	06:05:00	4466.43	4466.46	4464.71	4465.45	932	0	19
2026.01.06	06:10:00	4465.43	4468.53	4465.30	4465.79	1542	0	19
2026.01.06	06:15:00	4465.70	4467.41	4463.33	4465.63	1812	0	19
2026.01.06	06:20:00	4465.63	4466.75	4465.03	4465.03	1340	0	19
2026.01.06	06:25:00	4465.05	4465.42	4463.46	4464.80	1439	0	19
2026.01.06	06:30:00	4464.80	4466.34	4464.79	4465.90	1052	0	19
2026.01.06	06:35:00	4465.90	4466.09	4465.04	4466.08	1054	0	19
2026.01.06	06:40:00	4466.08	4466.25	4461.83	4462.69	1759	0	19
2026.01.06	06:45:00	4462.69	4466.28	4462.60	4465.94	1459	0	19
2026.01.06	06:50:00	4465.94	4467.44	4465.73	4467.19	1330	0	19
2026.01.06	06:55:00	4467.19	4468.40	4466.60	4467.38	1575	0	19
2026.01.06	07:00:00	4467.39	4469.28	4467.06	4468.99	1750	0	19
2026.01.06	07:05:00	4468.98	4469.56	4467.50	4467.74	1716	0	19
2026.01.06	07:10:00	4467.73	4469.26	4467.38	4467.41	1634	0	19
2026.01.06	07:15:00	4467.41	4469.89	4466.86	4468.76	1751	0	19
2026.01.06	07:20:00	4468.75	4469.55	4467.99	4468.17	1624	0	19
2026.01.06	07:25:00	4468.17	4470.70	4467.70	4469.71	1910	0	19
2026.01.06	07:30:00	4469.72	4474.16	4469.46	4471.34	3065	0	19
2026.01.06	07:35:00	4471.35	4471.99	4463.56	4463.71	2709	0	19
2026.01.06	07:40:00	4463.71	4466.17	4461.87	4463.11	3407	0	19
2026.01.06	07:45:00	4463.12	4464.74	4457.85	4459.78	2999	0	19
2026.01.06	07:50:00	4459.80	4460.18	4454.91	4455.99	3023	0	19
2026.01.06	07:55:00	4455.99	4456.21	4449.48	4452.52	3348	0	19
2026.01.06	08:00:00	4452.61	4456.66	4451.57	4455.19	2688	0	19
2026.01.06	08:05:00	4455.21	4456.68	4451.81	4455.66	2757	0	19
2026.01.06	08:10:00	4455.67	4458.35	4455.53	4456.87	2227	0	19
2026.01.06	08:15:00	4456.87	4458.85	4455.47	4457.93	2126	0	19
2026.01.06	08:20:00	4457.93	4458.68	4456.15	4458.08	2323	0	19
2026.01.06	08:25:00	4458.08	4461.15	4457.88	4461.04	2626	0	19
2026.01.06	08:30:00	4461.03	4464.96	4458.98	4464.54	2563	0	19
2026.01.06	08:35:00	4464.55	4465.75	4462.70	4464.26	2131	0	19
2026.01.06	08:40:00	4464.27	4464.95	4461.47	4463.63	2765	0	19
2026.01.06	08:45:00	4463.60	4463.68	4461.14	4463.18	2141	0	19
2026.01.06	08:50:00	4463.18	4464.96	4461.68	4464.64	2652	0	19
2026.01.06	08:55:00	4464.65	4466.90	4464.16	4465.76	2062	0	19
2026.01.06	09:00:00	4465.76	4468.31	4464.52	4465.30	2261	0	19
2026.01.06	09:05:00	4465.30	4470.40	4464.32	4469.16	2126	0	19
2026.01.06	09:10:00	4469.14	4470.26	4467.55	4468.42	1817	0	19
2026.01.06	09:15:00	4468.41	4469.69	4467.26	4467.36	1643	0	19
2026.01.06	09:20:00	4467.39	4467.78	4461.95	4463.39	1834	0	19
2026.01.06	09:25:00	4463.38	4465.24	4461.58	4464.62	1441	0	19
2026.01.06	09:30:00	4464.62	4467.20	4464.47	4465.54	1303	0	19
2026.01.06	09:35:00	4465.53	4466.06	4463.48	4465.41	1604	0	19
2026.01.06	09:40:00	4465.39	4465.96	4464.18	4464.54	1233	0	19
2026.01.06	09:45:00	4464.54	4465.80	4463.60	4465.53	1574	0	19
2026.01.06	09:50:00	4465.53	4466.38	4460.03	4461.08	2088	0	19
2026.01.06	09:55:00	4461.08	4461.08	4457.18	4459.46	2601	0	19
2026.01.06	10:00:00	4459.43	4461.13	4457.49	4461.08	2571	0	19
2026.01.06	10:05:00	4461.08	4463.40	4460.75	4462.96	2219	0	19
2026.01.06	10:10:00	4462.96	4463.16	4460.13	4461.93	1508	0	19
2026.01.06	10:15:00	4461.94	4465.92	4461.62	4465.88	1378	0	19
2026.01.06	10:20:00	4465.89	4470.16	4465.60	4469.14	1369	0	19
2026.01.06	10:25:00	4469.13	4475.87	4469.13	4471.04	2554	0	19
2026.01.06	10:30:00	4471.04	4472.60	4465.87	4467.24	2538	0	19
2026.01.06	10:35:00	4467.23	4469.09	4466.84	4466.93	1977	0	19
2026.01.06	10:40:00	4466.93	4467.70	4464.44	4465.80	2013	0	19
2026.01.06	10:45:00	4465.80	4468.36	4465.03	4466.37	2042	0	19
2026.01.06	10:50:00	4466.40	4467.93	4465.12	4466.94	1563	0	19
2026.01.06	10:55:00	4467.06	4469.38	4466.61	4468.38	1725	0	19
2026.01.06	11:00:00	4468.30	4468.47	4463.14	4463.96	2103	0	19
2026.01.06	11:05:00	4463.95	4464.34	4460.79	4461.56	2089	0	19
2026.01.06	11:10:00	4461.50	4462.13	4453.84	4458.02	2424	0	19
2026.01.06	11:15:00	4458.00	4458.20	4452.09	4454.25	2427	0	19
2026.01.06	11:20:00	4454.25	4457.20	4452.71	4457.19	2155	0	19
2026.01.06	11:25:00	4457.17	4457.21	4454.27	4456.75	1611	0	19
2026.01.06	11:30:00	4456.75	4456.93	4455.44	4456.82	1562	0	19
2026.01.06	11:35:00	4456.81	4457.08	4455.16	4456.08	1526	0	19
2026.01.06	11:40:00	4456.08	4456.23	4453.82	4455.98	1452	0	19
2026.01.06	11:45:00	4455.98	4456.20	4445.52	4447.73	2787	0	19
2026.01.06	11:50:00	4447.72	4450.34	4444.83	4449.40	2488	0	19
2026.01.06	11:55:00	4449.44	4451.95	4446.24	4446.35	2600	0	19
2026.01.06	12:00:00	4446.35	4448.73	4442.61	4445.28	2304	0	19
2026.01.06	12:05:00	4445.32	4449.83	4445.23	4449.83	1990	0	19
2026.01.06	12:10:00	4449.86	4452.33	4448.85	4450.24	1995	0	19
2026.01.06	12:15:00	4450.24	4452.59	4449.89	4452.17	1613	0	19
2026.01.06	12:20:00	4452.18	4452.26	4448.76	4449.92	1797	0	19
2026.01.06	12:25:00	4449.93	4450.53	4448.72	4450.15	1661	0	19
2026.01.06	12:30:00	4450.11	4453.41	4448.46	4451.38	1830	0	19
2026.01.06	12:35:00	4451.44	4455.97	4451.28	4453.99	1620	0	19
2026.01.06	12:40:00	4453.99	4454.45	4449.34	4451.09	1805	0	19
2026.01.06	12:45:00	4451.09	4451.86	4449.33	4451.17	1628	0	19
2026.01.06	12:50:00	4451.16	4451.72	4450.00	4451.41	1325	0	19
